language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
guan1279,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,i,-
guan1279,-,-,-,-,-,t,-,-,-,-,S,-,-,-,-,-,i,-
yuet1238,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-
chan1326,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,i,-
chen1267,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,u,-
pand1262,-,-,-,-,-,k,-,-,-,i,N,-,-,-,-,-,-,-
sand1270,-,-,-,-,-,t,-,s,-,i,N,-,-,-,-,-,-,-
east2363,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
liuq1235,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
liuq1235,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
liuq1235,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
cent2009,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,i
cent2009,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
cent2009,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,e,i
dong1287,-,-,7,a,-,t,-,S,-,e,n,t,-,-,-,-,a,u
numa1251,-,n,t,o,-,t,-,S,-,e,-,-,-,-,-,-,-,i
east2370,-,-,-,-,-,t,-,S,e,i,-,t,-,-,-,-,e,u
nort2747,-,-,q,a,-,t,-,S,-,i,-,t,-,-,-,-,3,-
sout2754,-,-,q,a,-,t,-,S,-,i,-,t,-,-,-,-,e,u
chua1248,-,-,-,-,-,t,-,S,-,e,n,t,-,-,-,-,o,N
larg1235,-,-,7,a,-,d,-,Z,-,i,n,t,-,-,-,-,a,u
nort2749,-,-,q,3,-,t,-,S,-,e,-,h,-,-,-,-,u,-
cent1394,-,-,-,-,-,t,-,S,-,e,-,w,-,-,-,-,a,-
luop1235,-,-,-,-,-,t,3,Z,-,a,n,t,-,-,-,-,o,N
luop1235,-,-,-,-,-,t,3,Z,-,i,n,t,-,-,-,-,u,N
jion1236,-,n,t,o,N,-,-,-,-,-,-,t,S,-,-,-,a,-
shee1238,-,-,t,o,N,k,-,h,y,a,-,t,-,-,-,-,a,N
pahn1237,-,-,q,a,-,q,-,h,-,a,-,t,y,-,-,-,a,-
pahn1237,-,-,k,e,-,-,-,-,-,i,-,t,s,-,-,-,a,-
youn1235,-,-,f,o,k,-,-,-,-,-,-,-,y,-,-,-,a,u
east2371,t,S,h,u,-,w,-,-,-,a,-,t,S,h,u,w,a,-
west2430,-,-,q,o,-,k,-,-,-,u,n,t,-,-,u,-,-,-
kimm1245,-,-,-,-,-,g,-,y,-,a,N,k,w,-,-,-,a,-
iumi1238,-,-,-,-,-,d,-,y,-,a,N,g,w,-,-,-,a,-
biao1254,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,a,-
dzao1238,-,-,-,-,-,d,-,y,-,a,N,k,-,-,-,-,i,-
sich1238,-,-,7,o,-,-,-,-,-,u,l,-,-,-,-,-,o,-
