language,x1,x2,x3,x4,x5,x6,x7
jion1236,-,-,S,-,-,u,N
shee1238,-,-,t,-,-,a,N
pahn1237,-,-,t,-,S,o,N
pahn1237,-,-,t,-,y,u,N
youn1235,-,-,t,-,y,a,N
east2371,-,-,d,-,-,a,N
west2430,-,-,t,-,-,o,N
east2370,-,-,t,-,y,a,N
nort2747,-,-,t,-,y,a,N
sout2754,-,-,t,-,y,a,N
nort2749,-,-,t,-,S,o,-
cent1394,-,-,-,-,S,o,N
luop1235,-,-,-,-,Z,o,N
luop1235,-,-,t,3,Z,u,N
larg1235,-,-,d,-,l,o,-
kimm1245,-,-,k,-,-,u,n
iumi1238,-,-,k,-,-,u,n
biao1254,-,-,k,-,l,i,n
dzao1238,-,-,t,-,-,i,n
east2363,-,-,-,-,p,3,i
east2363,-,-,-,-,p,3,i
liuq1235,-,-,-,-,p,3,i
liuq1235,-,-,-,-,p,3,i
liuq1235,-,-,-,-,p,-,i
cent2009,-,-,-,-,p,-,i
cent2009,-,-,-,-,p,-,i
cent2009,-,-,-,-,p,e,i
sich1238,g,3,t,-,h,3,-
