language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
nort2749,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,E,-,-
cent1394,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,S,-,-,-,-,-,-,e,-,-
luop1235,-,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,k,u,w,-,-,-,-,e,-,-
luop1235,-,-,-,-,-,-,-,-,-,t,-,-,-,-,3,-,-,-,-,k,u,w,-,-,-,-,e,-,i
jion1236,-,-,-,-,-,-,-,-,-,t,-,-,S,-,a,t,S,o,-,-,-,-,-,-,-,-,i,-,-
shee1238,-,-,-,-,-,-,-,-,-,k,-,-,h,w,a,t,-,e,-,k,-,-,-,-,-,-,i,-,-
pahn1237,-,-,-,-,-,-,-,-,-,q,-,-,-,-,a,-,-,-,-,-,-,w,-,e,-,-,i,p,u
pahn1237,-,-,-,-,-,-,-,-,-,q,-,-,h,-,a,-,-,u,n,k,-,w,-,-,-,-,i,-,-
youn1235,-,-,-,-,-,-,-,-,-,t,-,-,h,-,a,-,-,u,-,k,-,h,-,-,-,-,o,-,-
east2371,-,-,-,-,-,-,-,-,-,k,i,k,h,-,u,b,-,-,-,-,-,-,-,-,-,-,u,-,-
west2430,-,-,-,-,-,-,-,-,-,-,-,-,p,-,o,t,-,e,-,-,-,-,-,-,-,-,i,-,-
kimm1245,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,d,-,o,-,-,-,v,-,a,-,-,i,-,-
iumi1238,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,d,-,u,-,g,-,w,-,a,-,-,i,-,-
biao1254,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-
dzao1238,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,f,-,u,-,-,i,-,-
sich1238,-,-,-,-,l,o,o,-,-,k,-,-,-,-,-,-,-,-,-,-,-,h,3,s,-,-,u,-,-
