language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,t,-,y,-,-,u,-,N
shee1238,-,-,h,-,-,a,-,N
pahn1237,-,-,q,-,-,e,-,i
youn1235,-,-,h,-,-,e,-,u
east2371,t,-,h,-,-,a,z,u
west2430,t,-,h,-,-,-,-,u
east2370,n,-,y,-,-,a,-,-
nort2747,L,-,y,u,S,i,-,-
nort2749,t,-,L,-,-,3,-,-
cent1394,-,-,L,-,-,3,-,-
luop1235,-,-,N,-,-,o,-,-
luop1235,7,i,N,-,-,a,-,-
larg1235,t,-,L,-,-,e,-,i
kimm1245,d,-,Z,-,-,a,-,i
iumi1238,d,-,z,-,-,a,-,i
biao1254,d,-,z,-,-,a,-,-
dzao1238,d,-,-,-,-,o,-,i
east2363,-,-,h,-,-,a,-,m
east2363,-,-,h,-,-,a,-,m
liuq1235,-,-,h,-,-,o,-,m
liuq1235,-,-,h,-,-,a,-,m
liuq1235,-,-,h,-,-,a,-,m
cent2009,-,-,n,-,-,a,-,N
cent2009,-,-,h,-,-,a,-,m
