language,x1,x2,x3,x4,x5,x6
jion1236,t,-,S,-,o,-
shee1238,k,-,-,-,o,-
pahn1237,t,-,S,-,u,-
pahn1237,t,-,y,-,u,-
youn1235,t,-,y,-,o,-
east2371,t,-,-,-,o,-
west2430,t,-,-,-,o,-
east2370,t,-,y,e,u,-
nort2747,t,-,y,-,u,-
sout2754,t,-,y,-,u,-
nort2749,t,-,S,-,3,-
cent1394,-,-,S,-,u,-
luop1235,t,-,-,-,o,-
luop1235,t,-,-,-,o,-
larg1235,t,-,L,a,u,-
kimm1245,k,-,y,-,o,-
iumi1238,k,-,-,-,u,-
biao1254,k,-,l,-,o,-
dzao1238,t,-,-,-,o,-
east2363,y,-,-,-,o,k
east2363,l,-,-,-,o,k
liuq1235,Z,-,-,-,o,k
liuq1235,x,-,-,-,o,k
liuq1235,y,-,-,-,o,k
cent2009,r,-,-,-,o,k
cent2009,8,-,-,-,o,k
cent2009,r,-,-,-,o,k
sich1238,t,S,h,-,o,u
