language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,m,-,-,i,-,-,-
shee1238,-,7,-,-,u,-,-,-
pahn1237,n,n,-,-,-,-,-,-
pahn1237,m,m,-,-,-,-,-,-
youn1235,-,n,-,-,i,-,-,-
east2371,-,7,-,-,a,i,-,-
west2430,-,7,-,-,a,-,-,-
east2370,-,N,-,-,a,-,-,-
nort2747,-,m,-,-,o,N,-,-
sout2754,-,7,-,-,o,-,-,-
nort2749,-,N,-,-,-,-,-,-
cent1394,-,7,-,-,i,-,-,-
luop1235,-,n,-,-,o,-,-,-
luop1235,-,7,-,-,i,-,-,-
larg1235,-,7,-,-,i,-,-,-
kimm1245,-,v,a,-,-,-,-,-
iumi1238,-,n,a,-,i,-,-,-
biao1254,-,7,u,w,3,-,-,-
dzao1238,-,t,-,-,i,-,-,-
east2363,-,k,y,-,a,n,-,-
east2363,-,m,i,h,3,n,-,-
liuq1235,-,T,y,-,3,n,-,-
liuq1235,-,k,-,-,a,n,-,-
liuq1235,-,k,y,-,e,n,7,-
cent2009,-,-,-,-,-,-,t,e
cent2009,-,y,-,-,u,N,t,E
cent2009,-,7,-,-,3,n,t,E
sich1238,-,k,-,-,o,k,-,i
