language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jion1236,-,-,-,-,-,8,-,-,-,-,e,-,-,-,i
shee1238,-,-,n,-,-,y,-,-,-,-,a,-,N,n,i
pahn1237,-,-,-,-,-,s,e,N,k,h,e,-,-,-,N
pahn1237,-,-,k,e,t,s,-,-,-,h,e,-,-,-,N
youn1235,-,-,-,-,-,s,-,-,-,-,o,-,N,l,i
east2371,k,a,n,-,t,s,-,-,-,h,e,-,-,-,n
west2430,-,-,n,-,t,s,-,-,-,h,a,-,-,-,-
east2370,-,-,-,-,-,l,-,-,-,-,-,-,-,-,E
nort2747,-,-,-,-,-,s,-,-,-,h,a,-,N,-,a
sout2754,-,-,-,-,-,-,-,-,-,x,i,-,y,-,a
nort2749,-,-,n,-,-,s,-,-,-,h,i,-,-,-,-
cent1394,-,-,n,-,t,s,-,-,-,e,i,-,-,-,-
luop1235,-,-,n,-,t,s,-,-,-,h,e,-,-,-,-
luop1235,-,-,n,-,t,s,-,-,-,h,e,-,-,-,-
larg1235,-,-,x,u,d,Z,-,-,-,-,a,-,-,-,-
kimm1245,-,-,-,-,d,-,-,-,-,-,a,-,N,-,-
iumi1238,-,-,-,-,d,z,-,-,-,-,i,-,N,-,-
biao1254,-,-,-,-,-,s,o,-,-,l,3,-,i,-,-
dzao1238,-,-,-,-,l,y,-,-,-,-,a,-,N,l,i
east2363,-,-,-,-,-,s,-,-,-,-,E,3,u,E,u
east2363,-,-,-,-,-,s,-,-,-,-,e,3,u,e,u
liuq1235,-,-,-,-,-,8,-,-,-,-,e,-,-,-,u
liuq1235,-,-,-,-,-,s,-,-,-,-,e,-,-,-,u
liuq1235,-,-,-,-,-,8,-,-,-,-,E,-,-,-,-
cent2009,-,-,-,-,-,8,-,-,-,-,E,-,-,-,u
cent2009,-,-,-,-,-,8,-,-,-,-,E,-,-,-,u
cent2009,-,-,-,-,-,8,-,-,-,-,E,-,-,-,u
