language,x1,x2,x3,x4,x5,x6,x7,x8
guan1279,-,-,y,-,-,o,-,k
guan1279,-,-,y,-,-,u,-,-
xian1255,-,-,y,-,-,u,-,k
nann1239,-,-,y,-,-,u,-,k
yuet1238,5,i,y,-,-,u,-,k
guiy1235,-,-,z,-,-,u,-,-
wuha1234,-,-,n,3,-,u,-,-
chan1326,-,-,Z,o,-,u,-,-
chen1267,-,-,z,3,-,u,-,-
kunm1234,-,-,Z,3,-,u,-,-
hain1237,h,i,y,-,-,o,-,k
tuol1234,-,-,X,-,-,a,-,-
pand1262,-,-,n,-,-,a,-,n
sand1270,-,-,n,-,-,a,-,n
sand1270,-,-,n,-,-,a,-,n
east2363,-,-,n,-,-,o,-,-
east2363,-,-,n,-,-,o,-,-
liuq1235,-,-,n,-,-,o,-,7
liuq1235,-,-,n,-,-,o,-,-
liuq1235,-,-,n,-,-,o,-,7
cent2009,-,-,n,-,-,o,-,-
cent2009,-,-,n,-,-,o,-,-
cent2009,-,-,n,-,-,o,-,-
dong1287,-,-,n,k,-,a,-,-
nunu1247,-,-,-,k,-,a,-,-
numa1251,-,-,n,k,-,a,-,-
east2370,-,-,N,-,-,a,-,-
nort2747,-,-,N,-,-,i,-,-
sout2754,-,-,7,-,-,i,-,-
chua1248,-,-,n,q,-,a,-,i
larg1235,-,-,n,G,-,a,-,i
nort2749,-,-,n,q,-,e,-,-
cent1394,-,-,n,k,-,e,-,-
luop1235,t,3,n,G,-,e,-,-
luop1235,q,o,n,G,-,E,-,-
jion1236,-,-,n,k,-,a,-,i
shee1238,-,-,-,k,-,u,w,e
pahn1237,-,-,N,-,-,-,-,e
pahn1237,-,-,n,q,-,a,-,i
youn1235,-,-,-,p,-,-,-,e
east2371,-,-,N,-,-,a,-,-
kimm1245,-,-,-,7,-,a,-,-
iumi1238,-,-,-,7,-,o,-,-
biao1254,-,-,d,Z,-,i,-,-
dzao1238,-,-,-,g,u,i,-,-
sich1238,-,-,h,-,-,o,-,-
