language,x1,x2,x3,x4,x5,x6
jion1236,N,-,y,a,u,-
shee1238,k,-,w,a,-,-
pahn1237,N,-,-,-,o,-
pahn1237,n,t,S,a,u,-
youn1235,t,s,h,-,o,-
east2371,t,-,h,-,u,-
west2430,T,-,-,-,u,-
east2370,-,-,v,-,e,i
nort2747,n,-,y,-,o,-
sout2754,t,h,y,-,u,-
nort2749,-,t,S,-,o,-
cent1394,-,-,Z,-,3,-
luop1235,n,t,-,-,i,-
luop1235,n,t,e,-,i,-
larg1235,m,-,-,-,a,-
kimm1245,t,-,S,-,a,p
biao1254,d,-,-,-,a,-
dzao1238,n,-,-,-,a,-
east2363,N,-,w,-,a,i
liuq1235,N,-,w,-,a,7
liuq1235,N,-,w,-,a,-
liuq1235,N,-,w,-,a,7
cent2009,k,-,-,-,a,u
cent2009,k,-,-,-,a,u
cent2009,k,-,-,-,a,u
