language,x1,x2,x3,x4,x5
guan1279,S,-,a,m,-
xian1255,s,-,a,m,-
nann1239,L,-,a,m,-
yuet1238,s,-,a,m,-
guiy1235,s,-,a,n,-
wuha1234,s,-,a,n,-
chan1326,s,-,a,n,-
chen1267,s,-,a,n,-
kunm1234,s,-,o,-,-
guil1241,s,-,a,-,-
hain1237,t,-,a,-,-
tuol1234,s,-,a,N,-
pand1262,h,-,a,m,-
sand1270,h,-,a,m,-
sand1270,h,-,a,m,-
east2363,s,-,a,m,-
east2363,s,-,a,m,-
liuq1235,8,-,a,m,7
liuq1235,s,-,a,m,-
liuq1235,8,-,a,m,7
cent2009,8,-,a,m,-
cent2009,8,-,a,m,-
cent2009,8,-,a,m,-
dong1287,p,-,e,-,-
nunu1247,p,-,e,-,-
numa1251,p,-,a,-,-
east2370,p,-,E,-,-
nort2747,p,-,i,-,-
sout2754,p,-,a,i,-
chua1248,p,-,e,-,-
nort2749,p,-,E,-,-
cent1394,p,-,E,-,-
luop1235,p,y,i,-,-
luop1235,p,z,i,-,-
jion1236,p,-,a,-,-
shee1238,p,-,a,-,-
pahn1237,p,-,o,-,-
pahn1237,p,-,o,-,-
youn1235,p,u,i,-,-
east2371,p,-,u,-,-
west2430,p,-,u,-,-
iumi1238,p,-,o,-,-
biao1254,p,-,a,u,-
dzao1238,b,-,u,-,-
sich1238,s,-,u,-,-
