language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,k,h,y,a,-,-,N
shee1238,-,k,h,-,a,-,-,N
pahn1237,-,-,m,-,o,q,a,N
pahn1237,-,-,S,-,o,-,-,-
youn1235,-,-,s,-,e,-,-,u
east2371,-,-,f,-,e,-,-,i
west2430,n,t,S,-,e,-,-,-
east2370,-,k,h,-,i,-,-,-
nort2747,-,k,h,-,i,-,-,-
sout2754,-,k,h,-,o,-,-,-
nort2749,-,s,h,-,3,-,-,-
cent1394,-,-,s,-,o,-,-,-
luop1235,-,-,q,-,o,-,-,N
luop1235,-,-,k,-,a,-,-,N
larg1235,-,-,S,-,o,-,-,-
kimm1245,-,k,y,-,o,-,-,m
iumi1238,-,k,-,-,o,-,-,m
biao1254,-,b,-,-,3,-,-,i
dzao1238,-,t,s,-,a,-,-,m
east2363,-,-,l,e,a,-,-,m
liuq1235,-,-,Z,-,u,-,-,m
liuq1235,-,-,d,-,a,-,-,t
liuq1235,-,-,h,-,E,-,-,m
cent2009,-,-,8,-,E,-,-,m
sich1238,-,-,7,-,3,-,-,-
