language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jion1236,-,-,8,-,3,-,8,-,-,-,-,e,-,i
shee1238,-,-,n,-,a,i,n,-,-,-,-,o,-,-
pahn1237,-,-,p,-,o,-,n,-,-,-,-,e,-,i
pahn1237,-,-,p,-,3,-,t,-,-,-,-,e,-,-
youn1235,-,-,L,-,a,-,n,-,-,-,-,o,-,-
east2371,p,i,s,-,a,i,n,-,-,-,-,e,-,i
west2430,-,-,S,-,-,i,n,-,-,-,-,e,-,-
east2370,-,-,k,-,u,-,f,-,-,-,-,u,-,-
nort2747,-,-,f,-,a,-,s,-,-,-,-,o,-,-
sout2754,-,-,k,-,e,t,s,-,-,-,a,u,-,-
nort2749,-,-,p,-,e,-,n,-,t,S,h,e,-,-
cent1394,-,-,h,-,a,-,n,-,t,-,-,e,-,-
luop1235,p,-,h,-,e,-,n,-,-,-,-,e,y,e
luop1235,p,-,h,-,3,u,n,-,-,-,-,a,-,-
larg1235,-,-,p,-,i,-,-,-,d,Z,-,i,-,-
kimm1245,-,-,t,-,e,-,n,-,d,-,-,o,-,-
iumi1238,-,-,d,y,a,N,n,-,-,-,-,o,-,i
biao1254,-,-,l,-,o,-,d,-,-,-,-,o,-,-
dzao1238,-,-,v,-,a,-,n,-,-,-,-,a,-,i
east2363,-,-,N,w,a,-,n,-,S,-,-,o,a,k
east2363,-,-,N,w,a,-,n,t,S,-,-,o,a,k
liuq1235,-,-,N,w,a,-,n,-,T,-,-,o,-,k
liuq1235,-,-,N,w,a,-,n,-,S,-,-,o,-,k
liuq1235,-,-,N,w,a,-,n,-,k,-,-,o,-,k
cent2009,-,-,N,-,o,-,n,-,S,-,-,o,-,k
cent2009,-,-,N,-,o,-,n,-,s,-,-,o,-,k
cent2009,-,-,N,-,o,-,n,-,T,y,-,o,3,k
sich1238,-,-,t,-,a,-,n,-,-,-,-,u,-,-
