language,x1,x2,x3,x4,x5,x6
jion1236,-,-,L,-,a,i
shee1238,-,-,n,-,-,i
pahn1237,-,-,L,-,e,i
pahn1237,-,-,L,-,e,-
youn1235,-,-,l,-,a,i
east2371,-,-,L,-,a,i
west2430,q,o,L,-,a,-
east2370,-,-,l,-,E,-
nort2747,-,-,L,h,a,-
sout2754,t,-,L,-,o,-
nort2749,-,-,L,-,a,-
cent1394,-,-,l,-,a,-
luop1235,7,3,L,-,i,-
luop1235,q,o,L,-,i,-
larg1235,-,-,L,-,a,-
kimm1245,-,-,L,-,a,N
iumi1238,-,-,L,-,a,N
biao1254,-,-,L,-,a,N
dzao1238,-,-,L,y,u,-
east2363,-,-,S,-,a,k
east2363,t,-,S,-,a,k
liuq1235,t,-,s,-,a,k
liuq1235,t,-,S,-,a,k
liuq1235,t,-,s,-,a,k
cent2009,-,-,S,-,a,k
cent2009,-,-,s,-,a,k
cent2009,-,-,S,-,a,k
