language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
jion1236,-,-,n,-,-,-,-,k,-,-,-,-,y,-,3,N,-,-,-,-
shee1238,-,-,v,-,u,-,-,h,-,o,-,-,7,-,o,N,-,-,-,-
pahn1237,-,-,y,-,o,N,-,h,-,o,-,-,7,-,a,N,-,-,-,-
pahn1237,-,-,Z,-,u,N,-,h,a,u,-,-,7,-,a,N,-,-,-,-
youn1235,l,-,y,-,a,N,-,h,-,-,-,-,-,-,o,N,-,-,-,-
east2371,m,a,Z,-,e,l,-,-,-,u,-,-,-,-,-,N,-,-,-,-
west2430,t,o,Z,-,o,N,-,h,-,u,-,-,-,-,-,7,-,u,-,-
east2370,-,-,v,-,u,N,-,h,e,u,-,-,7,e,u,-,-,-,-,-
nort2747,-,-,x,-,o,N,-,h,3,-,-,-,7,-,3,-,-,-,-,-
sout2754,-,-,x,-,a,m,-,h,e,u,-,-,7,-,u,-,-,-,-,-
nort2749,-,-,Z,-,a,-,-,h,-,3,-,-,7,-,o,-,-,-,-,-
cent1394,-,-,Z,-,a,N,t,S,-,u,w,a,t,S,o,-,-,-,-,-
luop1235,7,3,y,-,o,N,-,x,-,o,-,-,7,-,o,N,-,-,-,-
luop1235,-,-,y,-,u,N,-,x,-,o,-,-,7,-,u,N,-,-,-,-
larg1235,-,-,z,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
kimm1245,-,-,k,-,u,N,-,k,-,-,-,-,-,-,a,N,-,-,-,-
iumi1238,-,-,t,S,u,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-
biao1254,-,-,k,l,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dzao1238,-,-,k,a,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
east2363,-,-,t,-,u,-,-,-,-,-,-,-,t,-,o,N,-,-,-,-
east2363,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,N,-,-,-,-
liuq1235,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,N,-,-,-,-
liuq1235,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,N,-,-,-,-
liuq1235,-,-,t,-,i,-,-,-,-,-,-,-,n,k,u,n,w,u,n,7
cent2009,-,-,t,-,u,-,-,-,-,-,-,-,t,-,o,N,-,-,-,-
cent2009,-,-,t,-,u,-,-,-,-,-,-,-,t,-,o,N,-,-,-,-
cent2009,-,-,t,-,-,-,-,-,-,-,-,-,-,-,o,N,-,-,-,-
sich1238,-,-,s,-,w,-,-,-,-,-,-,-,-,-,a,l,-,i,-,-
