language,x1,x2,x3,x4,x5
jion1236,t,S,-,o,-
shee1238,k,h,y,o,-
pahn1237,k,-,-,u,-
pahn1237,k,h,-,u,-
youn1235,k,-,-,o,-
east2371,g,-,-,u,-
west2430,k,-,-,u,-
east2370,t,S,e,u,-
nort2747,t,S,-,u,-
sout2754,t,S,-,u,-
nort2749,k,h,-,3,-
cent1394,k,-,-,u,-
luop1235,X,-,-,o,-
luop1235,X,-,-,o,-
larg1235,g,h,a,u,-
kimm1245,-,S,-,a,p
iumi1238,t,s,y,e,p
biao1254,t,h,y,a,t
dzao1238,-,s,y,a,p
east2363,-,S,-,i,p
east2363,-,s,-,i,p
liuq1235,-,8,-,e,p
liuq1235,-,s,-,i,p
liuq1235,-,8,-,i,p
cent2009,-,S,-,i,p
cent2009,-,s,-,i,p
cent2009,-,S,-,i,p
sich1238,t,S,h,i,-
