language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
jion1236,-,-,-,-,n,-,-,-,p,y,-,-,-,-,-,a,-,-,-,-
shee1238,-,-,-,-,k,-,a,-,k,h,-,-,-,-,-,u,-,-,-,N
pahn1237,q,h,o,N,n,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-
pahn1237,-,-,-,-,n,-,-,-,p,y,-,-,-,-,-,o,-,-,-,-
youn1235,-,-,-,-,k,-,-,-,-,h,-,3,-,m,-,u,-,-,-,i
east2371,-,-,-,-,k,-,i,-,d,y,-,u,-,m,-,u,-,-,-,-
west2430,-,-,-,-,t,-,-,-,-,-,-,o,N,m,Z,u,-,-,-,-
east2370,-,-,-,-,q,-,a,-,n,y,-,-,-,-,-,e,-,-,-,i
nort2747,-,-,-,-,q,-,a,-,-,z,-,-,-,-,-,E,-,-,-,-
nort2749,-,-,-,-,q,-,3,n,p,l,-,-,-,-,-,E,-,-,-,-
cent1394,-,-,-,-,-,-,-,n,p,Z,-,-,-,-,-,E,-,-,-,-
luop1235,-,-,-,-,7,-,3,n,b,y,-,-,-,-,-,i,-,-,-,-
luop1235,-,-,-,-,7,-,a,n,b,y,-,-,-,-,-,i,-,-,-,-
larg1235,-,-,-,-,7,-,a,n,b,h,-,-,-,-,-,3,-,-,-,-
kimm1245,-,-,-,-,p,-,a,-,-,n,-,-,-,-,-,o,-,-,-,m
iumi1238,m,-,-,-,m,-,-,-,-,n,-,-,-,-,-,o,-,-,-,m
biao1254,-,-,-,-,b,-,-,-,-,l,a,u,-,k,a,u,t,s,a,N
dzao1238,-,-,-,-,b,-,-,-,-,y,-,u,-,k,a,u,-,-,-,-
east2363,-,-,-,-,t,-,u,-,-,y,-,-,-,-,-,u,-,-,-,-
east2363,-,-,-,-,t,o,u,-,-,l,-,-,-,-,-,u,-,-,-,-
liuq1235,-,-,-,-,b,-,o,-,-,Z,-,-,-,-,-,u,-,-,-,-
liuq1235,-,-,-,-,b,-,o,-,-,y,-,-,-,-,-,u,-,-,-,-
cent2009,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-
cent2009,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,u,-,-,-,-
cent2009,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-
sich1238,-,-,-,-,n,-,o,u,p,-,-,-,-,-,-,a,-,-,-,-
