language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
guan1279,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-
yuet1238,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-
yang1307,-,-,m,-,-,a,-,n,t,-,-,-,-,-,S,-,-,h,-,u,-,-,-,N,-,-
tuol1234,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
liuq1235,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
dong1287,-,-,7,-,-,a,-,-,-,-,-,-,-,-,Z,-,-,a,-,u,-,-,-,-,-,-
numa1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,a,-,u,-,-,-,-,-,-
east2370,-,-,k,-,-,a,-,n,-,-,-,-,-,-,Z,-,-,e,-,u,-,-,-,-,-,-
nort2747,-,-,k,-,-,a,-,N,-,-,-,-,-,-,Z,u,t,a,l,o,-,-,-,-,-,-
sout2754,-,-,k,-,-,a,-,n,-,-,-,-,-,-,Z,-,-,-,-,u,-,-,-,-,-,-
chua1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,o,-,-,-,N,-,-
larg1235,-,-,k,-,-,i,-,-,-,-,-,-,-,-,L,-,-,-,-,i,-,-,-,-,-,-
nort2749,-,-,k,-,-,o,-,-,-,-,-,-,-,-,Z,-,-,-,-,o,-,-,-,-,-,-
cent1394,-,-,k,u,w,a,-,-,-,-,-,-,-,-,Z,-,-,-,-,a,-,-,-,N,-,-
luop1235,-,-,t,-,S,i,-,n,-,-,-,-,-,-,Z,-,-,-,-,u,-,-,-,N,m,a
jion1236,-,-,L,-,-,a,-,m,-,-,-,-,-,-,y,-,-,a,-,u,-,-,-,-,-,-
shee1238,-,-,t,-,-,a,-,m,-,u,-,-,N,k,h,-,-,a,-,-,-,-,-,-,-,-
pahn1237,-,-,q,-,-,a,i,t,-,u,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-
pahn1237,-,-,m,-,-,a,-,-,-,-,-,-,-,-,Z,-,-,-,-,u,-,-,-,N,-,-
youn1235,-,-,n,-,-,a,u,t,e,u,k,a,n,-,l,-,-,-,-,e,-,-,-,-,-,-
east2371,-,-,m,-,-,a,-,N,-,-,-,-,-,-,Z,-,-,-,-,a,-,-,-,N,-,-
west2430,t,o,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
kimm1245,-,-,t,-,-,a,-,-,-,u,-,-,-,-,d,-,-,a,-,u,k,y,e,N,-,-
biao1254,-,-,m,-,-,3,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,t,-,-
dzao1238,-,-,m,-,-,o,-,N,t,u,-,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-
