language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,-,-,-,-,n,-,-,u,-,n,-
shee1238,-,-,-,-,m,-,-,a,-,n,-
pahn1237,-,-,-,-,l,-,-,e,-,i,-
pahn1237,-,-,-,-,l,-,-,e,-,-,-
youn1235,-,-,-,-,m,-,-,o,-,-,-
east2371,-,-,-,-,l,-,-,i,-,-,-
west2430,-,-,-,-,l,-,-,o,-,-,-
east2370,-,-,-,-,s,-,-,e,-,i,-
nort2747,-,-,-,-,l,-,-,a,-,-,-
sout2754,t,-,y,a,Z,-,-,a,-,-,-
nort2749,q,-,-,a,Z,-,-,a,-,-,-
cent1394,-,-,-,-,s,-,-,u,-,-,-
luop1235,t,S,i,n,m,-,-,o,-,-,-
luop1235,-,-,-,-,m,-,-,E,-,-,-
larg1235,7,-,-,a,l,i,y,e,-,-,-
kimm1245,-,-,-,-,m,-,-,a,-,n,-
iumi1238,-,-,-,-,m,-,-,a,-,n,-
biao1254,-,-,-,-,m,-,-,a,-,n,-
dzao1238,-,-,-,-,m,-,-,a,-,n,-
east2363,-,-,-,-,y,-,-,a,-,N,-
east2363,-,-,-,-,-,-,-,-,-,n,o
liuq1235,-,-,-,-,n,-,-,3,-,m,7
liuq1235,-,-,-,-,n,-,-,3,-,m,-
liuq1235,-,-,-,-,w,-,-,3,i,7,-
cent2009,-,-,-,-,m,-,-,e,-,n,-
cent2009,-,-,-,-,y,-,-,a,-,N,-
cent2009,-,-,-,-,m,-,-,E,-,n,-
cent2009,n,-,-,u,m,-,-,-,-,-,-
sich1238,p,-,-,-,h,-,-,i,-,-,-
