language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
jion1236,-,t,y,-,-,-,-,a,-,-
shee1238,-,k,w,-,-,-,-,e,-,-
pahn1237,-,7,a,-,t,-,-,a,N,-
pahn1237,n,t,i,-,t,-,-,a,N,-
youn1235,-,s,e,n,t,h,-,i,-,-
east2371,-,k,i,-,t,y,3,u,-,-
west2430,-,q,o,-,t,S,-,u,-,-
east2370,-,q,a,-,t,S,e,i,-,-
nort2747,-,q,a,-,t,S,-,i,-,-
sout2754,-,-,-,-,t,-,-,i,-,-
nort2749,-,q,3,-,t,S,-,E,-,-
cent1394,-,-,-,-,t,S,-,E,-,-
luop1235,-,t,3,-,t,S,-,i,-,-
luop1235,-,t,3,-,t,S,-,i,-,-
larg1235,-,7,a,-,t,S,-,i,-,-
kimm1245,-,t,-,-,-,-,-,e,n,-
iumi1238,-,s,-,-,-,-,-,i,n,-
biao1254,-,Z,E,-,n,S,-,E,n,-
dzao1238,-,t,-,-,-,-,-,a,n,-
liuq1235,-,d,-,-,-,-,-,a,N,7
liuq1235,-,d,-,-,-,-,-,a,N,7
sich1238,-,g,3,-,d,-,-,u,-,-
