language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
jion1236,p,y,-,-,-,-,i,-,k,-,-,-,-,a,N,-,-,-,-,-
shee1238,p,-,-,-,-,-,i,-,k,-,-,-,-,a,N,-,-,-,-,-
pahn1237,t,y,-,-,-,e,i,-,l,-,-,-,y,e,u,-,-,-,-,-
youn1235,-,-,-,-,-,-,-,-,k,-,-,-,-,i,n,k,-,-,i,-
east2371,t,S,-,-,-,-,i,-,h,-,-,-,-,u,N,-,-,-,-,-
west2430,p,y,-,-,-,-,i,l,y,-,-,-,-,u,-,-,-,-,-,-
nort2747,t,s,e,n,q,e,i,-,l,-,-,-,y,i,-,-,-,-,-,-
nort2749,p,-,-,-,-,-,i,-,q,-,-,3,Z,a,7,-,-,-,o,-
cent1394,p,e,-,-,-,-,i,-,k,u,w,a,l,a,n,p,-,-,a,-
luop1235,p,y,-,-,-,-,e,-,-,-,-,-,-,-,n,b,-,-,E,-
luop1235,p,z,-,-,-,-,i,-,-,-,-,-,-,-,n,b,-,y,E,-
kimm1245,-,-,-,-,-,-,-,-,k,-,-,-,y,e,-,t,-,-,-,-
iumi1238,-,-,-,-,-,-,-,-,k,-,-,-,-,a,m,t,s,a,i,-
dzao1238,-,-,-,-,-,-,-,-,k,-,-,-,-,o,N,k,-,-,i,p
east2363,-,-,-,-,-,-,-,-,k,-,-,-,-,a,m,-,-,-,-,-
east2363,-,-,-,-,-,-,-,-,k,-,-,-,-,o,m,t,S,3,i,-
liuq1235,m,-,-,-,-,-,a,k,k,-,-,-,-,a,m,-,-,-,-,-
liuq1235,m,-,-,-,-,-,o,k,k,-,-,-,-,e,N,-,-,-,-,-
liuq1235,m,-,-,-,-,-,a,k,k,-,-,-,-,a,m,-,-,-,-,-
cent2009,l,-,-,-,-,-,u,k,k,-,-,-,-,a,m,-,-,-,-,-
cent2009,-,-,-,-,-,-,-,-,k,-,-,-,-,a,m,-,-,-,-,-
cent2009,-,-,-,-,-,-,-,-,k,-,-,-,-,a,m,-,-,-,-,-
