language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,t,-,-,-,S,-,a,-,-,u,-
shee1238,t,-,-,-,s,-,-,-,-,u,-
pahn1237,q,-,-,-,-,-,a,-,-,i,-
pahn1237,t,-,-,-,S,-,a,-,-,u,-
youn1235,t,-,-,-,s,-,-,-,-,u,i
east2371,-,-,-,-,x,-,-,-,-,a,N
west2430,t,S,3,t,S,-,-,-,-,o,-
east2370,-,-,-,-,h,-,a,-,-,N,-
nort2747,-,-,-,-,h,-,a,-,-,N,-
sout2754,t,-,-,-,s,-,e,-,-,N,-
nort2749,-,-,-,-,s,-,-,-,-,u,-
cent1394,-,-,-,-,s,-,3,-,-,u,-
luop1235,t,-,-,-,s,-,u,t,s,u,-
luop1235,t,-,-,-,S,-,i,q,-,e,n
larg1235,t,-,-,-,S,-,i,t,-,a,-
kimm1245,t,-,-,-,-,-,e,-,-,i,-
iumi1238,t,-,-,-,s,-,u,-,-,i,-
biao1254,t,-,-,-,s,-,u,-,-,i,-
dzao1238,t,-,-,-,-,-,-,-,-,i,-
sich1238,t,-,-,-,s,h,3,n,-,u,-
