language,x1,x2,x3,x4,x5,x6
jion1236,-,-,k,a,u,-
shee1238,-,-,p,a,N,-
pahn1237,-,-,p,a,N,-
pahn1237,-,-,k,u,N,-
youn1235,-,-,h,a,N,-
east2371,-,-,q,a,N,-
west2430,-,-,k,o,N,-
nort2747,-,-,p,E,-,-
sout2754,-,-,p,o,-,-
nort2749,-,-,p,3,-,-
cent1394,-,-,t,o,-,-
luop1235,-,-,p,o,N,-
luop1235,-,-,p,a,N,-
larg1235,-,-,m,a,-,-
iumi1238,-,-,p,u,n,-
biao1254,s,u,w,3,t,i
dzao1238,-,-,b,a,n,-
east2363,-,-,h,a,N,-
east2363,-,-,h,a,N,-
liuq1235,-,-,h,a,N,-
liuq1235,-,-,h,a,N,-
liuq1235,-,-,h,o,N,-
cent2009,-,-,h,3,u,-
cent2009,-,-,h,a,N,-
cent2009,-,-,h,3,u,-
sich1238,-,-,g,u,-,-
