language,x1,x2,x3,x4,x5,x6
jion1236,-,-,-,N,a,-
shee1238,-,t,-,h,u,-
pahn1237,-,t,-,-,a,-
pahn1237,-,t,-,h,a,-
youn1235,-,t,-,-,u,-
east2371,-,d,-,3,u,-
west2430,-,t,-,-,o,-
east2370,-,k,u,w,e,-
nort2747,-,t,-,-,3,-
sout2754,-,k,-,-,a,-
nort2749,-,t,-,-,3,-
cent1394,-,t,-,-,o,-
luop1235,-,8,-,-,u,-
luop1235,-,Z,-,3,u,-
larg1235,-,d,-,-,o,-
iumi1238,-,t,-,-,a,p
biao1254,-,t,-,h,a,t
dzao1238,-,N,-,-,a,u
east2363,-,h,-,-,o,p
east2363,-,h,-,-,o,p
liuq1235,-,h,-,-,o,p
liuq1235,-,h,-,-,a,p
liuq1235,-,N,-,-,a,p
cent2009,-,h,-,-,o,p
cent2009,-,h,-,-,a,p
cent2009,-,h,-,-,a,p
sich1238,k,h,-,-,u,-
