language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jion1236,-,-,-,-,-,n,-,p,h,a,i,-
shee1238,-,-,-,-,-,t,a,p,h,u,i,-
pahn1237,-,-,-,-,-,n,-,p,h,y,e,-
youn1235,k,-,a,-,-,n,-,p,h,-,e,-
west2430,t,-,o,-,-,n,-,p,h,-,a,-
east2370,k,-,a,-,-,n,-,p,h,-,e,n
nort2747,k,-,a,-,-,N,-,-,z,-,o,-
sout2754,k,-,a,-,-,n,-,p,h,-,e,-
nort2749,k,-,u,-,-,n,-,p,l,-,a,-
cent1394,k,-,u,w,a,n,-,p,Z,-,o,-
luop1235,t,S,i,-,n,n,-,b,-,-,e,-
luop1235,t,S,i,-,n,n,-,b,-,-,i,-
larg1235,k,-,i,-,-,n,-,d,z,-,a,u
kimm1245,-,-,-,-,-,-,-,-,S,-,e,u
iumi1238,-,-,-,-,-,d,-,-,z,y,3,u
biao1254,-,-,-,-,-,-,-,-,s,-,a,u
dzao1238,-,-,-,-,-,-,-,-,Z,-,-,u
east2363,m,-,a,-,-,t,-,-,-,-,-,-
east2363,m,-,a,-,-,t,-,-,-,-,-,-
liuq1235,m,-,a,-,-,t,-,-,-,-,-,-
liuq1235,m,-,a,-,-,t,-,-,-,-,-,-
liuq1235,m,-,a,-,-,t,-,-,-,-,-,-
cent2009,m,-,a,-,-,t,-,-,-,-,-,-
cent2009,m,-,3,-,-,t,-,-,-,-,-,-
cent2009,m,-,a,-,-,t,-,-,-,-,-,-
sich1238,b,-,o,-,-,l,-,-,-,-,o,-
