language,x1,x2,x3,x4,x5,x6
jion1236,t,-,e,i,-,-
shee1238,t,-,u,-,-,-
pahn1237,t,-,a,i,-,-
pahn1237,t,-,e,i,-,-
youn1235,t,-,-,i,-,-
west2430,t,-,e,i,-,-
nort2747,t,y,o,-,-,-
sout2754,t,y,o,-,-,-
cent1394,Z,-,o,N,-,-
luop1235,Z,-,o,N,-,-
luop1235,Z,-,u,N,-,-
larg1235,Z,-,o,-,-,-
iumi1238,t,-,o,i,-,-
biao1254,t,-,o,i,-,-
dzao1238,t,-,-,i,y,u
east2363,t,-,o,i,-,-
east2363,t,-,o,i,-,-
liuq1235,t,-,o,i,-,-
liuq1235,t,-,e,N,-,-
liuq1235,t,-,o,i,-,-
cent2009,t,-,o,i,-,-
cent2009,t,-,o,i,-,-
cent2009,t,-,o,i,-,-
sich1238,h,-,o,u,y,a
