language,x1,x2,x3,x4,x5,x6
guan1279,-,-,h,E,i,-
yuet1238,-,-,h,-,i,-
chan1326,t,S,h,-,i,-
chen1267,t,S,h,-,i,-
pand1262,-,-,p,a,i,-
sand1270,-,-,p,a,i,-
sand1270,-,-,p,a,i,-
east2363,-,-,p,a,i,-
east2363,-,-,p,3,i,-
liuq1235,-,-,p,a,i,7
liuq1235,-,-,p,a,i,-
liuq1235,-,-,p,3,i,7
cent2009,-,-,p,e,i,-
cent2009,-,-,p,3,i,-
cent2009,-,-,p,3,i,-
dong1287,-,-,m,o,N,-
nunu1247,-,-,m,3,N,-
numa1251,-,-,m,u,N,-
east2370,-,-,m,e,N,-
nort2747,-,-,m,o,N,-
sout2754,-,-,m,e,N,-
chua1248,-,-,m,o,-,-
larg1235,-,-,m,a,u,-
nort2749,-,-,m,3,-,-
cent1394,-,-,m,3,N,-
luop1235,-,-,m,u,-,-
luop1235,-,-,m,u,-,-
jion1236,-,-,N,-,N,-
shee1238,-,-,h,u,N,-
east2371,-,-,m,a,N,-
west2430,-,-,m,o,N,-
kimm1245,-,-,n,i,N,-
iumi1238,-,-,m,i,N,-
biao1254,-,-,p,u,t,-
dzao1238,-,-,m,u,-,-
sich1238,-,-,Z,-,i,-
