language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,-,-,m,-,y,a,-,-,-,u,-
shee1238,t,a,m,-,-,-,-,-,-,o,-
pahn1237,-,-,q,-,-,a,-,-,m,o,-
pahn1237,n,-,p,-,-,a,-,-,-,u,-
youn1235,-,-,m,-,y,o,-,-,k,u,-
east2371,t,a,m,-,y,a,-,-,-,u,-
west2430,t,o,m,-,-,a,-,-,-,N,-
east2370,-,-,m,-,-,a,-,-,-,u,-
nort2747,-,-,p,-,-,E,-,-,-,-,-
sout2754,-,-,m,i,y,a,-,-,-,u,-
nort2749,-,-,q,-,-,3,n,-,-,o,-
cent1394,-,-,m,-,-,-,-,-,-,o,-
larg1235,-,-,7,-,-,a,t,S,h,u,-
kimm1245,-,-,m,-,-,a,-,-,-,u,-
iumi1238,-,-,p,-,-,3,-,-,l,o,m
dzao1238,-,-,m,-,-,e,-,-,-,u,-
east2363,-,-,m,-,-,E,3,u,E,u,-
east2363,-,-,m,-,-,e,3,u,e,u,-
liuq1235,-,-,m,-,-,e,-,-,-,u,-
liuq1235,-,-,m,-,-,e,-,-,-,u,-
liuq1235,-,-,m,-,-,E,-,-,-,-,-
cent2009,-,-,m,-,-,E,-,-,-,u,-
cent2009,-,-,m,-,-,E,-,-,-,u,-
cent2009,-,-,m,-,-,E,-,-,-,u,-
