language,x1,x2,x3,x4,x5
jion1236,t,-,a,-,-
shee1238,t,h,a,-,-
pahn1237,t,-,e,i,-
pahn1237,t,-,e,-,-
youn1235,t,-,o,-,-
east2371,d,-,a,-,-
west2430,t,-,o,-,-
east2370,t,-,a,-,-
nort2747,t,-,a,-,-
sout2754,t,-,o,-,-
nort2749,t,-,u,-,-
cent1394,t,-,3,-,-
luop1235,8,-,o,-,-
luop1235,z,-,a,-,-
larg1235,d,-,a,-,-
iumi1238,t,-,a,i,-
biao1254,t,-,a,i,-
dzao1238,t,-,a,i,-
east2363,t,-,a,i,-
east2363,t,-,a,i,-
liuq1235,t,-,a,i,7
liuq1235,t,-,a,i,-
liuq1235,t,-,a,i,7
cent2009,t,-,a,i,-
cent2009,t,-,a,i,-
cent2009,t,-,a,i,-
sich1238,s,-,a,-,-
