language,x1,x2,x3,x4,x5,x6,x7
guan1279,t,S,h,-,-,i,n
guan1279,t,-,-,-,-,a,i
yuet1238,t,s,h,-,-,o,n
yuet1238,t,-,-,-,-,a,i
yang1307,t,-,-,-,-,a,i
chan1326,t,S,h,i,-,e,-
chan1326,t,-,-,-,-,a,i
chen1267,t,s,h,u,w,a,n
chen1267,t,-,-,-,-,a,i
kunm1234,t,-,-,-,-,E,-
pand1262,t,-,-,-,-,a,n
sand1270,t,-,h,y,-,a,k
sand1270,t,-,h,y,-,a,k
east2363,t,-,-,-,-,a,n
east2363,t,-,-,-,-,a,n
liuq1235,t,-,-,-,-,a,n
liuq1235,t,-,-,-,-,a,n
liuq1235,t,-,-,-,-,a,n
cent2009,t,-,-,-,-,a,n
cent2009,t,-,-,-,-,a,n
cent2009,t,-,-,-,-,a,n
dong1287,n,-,-,-,-,3,N
nunu1247,n,-,-,-,-,3,N
numa1251,n,-,-,-,-,a,N
east2370,n,-,-,-,-,a,n
nort2747,n,-,-,-,-,a,N
sout2754,n,-,-,-,-,a,n
chua1248,n,-,-,-,-,a,N
larg1235,n,-,-,-,-,a,u
nort2749,n,-,-,-,-,a,-
cent1394,n,-,-,-,-,a,-
luop1235,n,-,p,-,-,o,-
luop1235,n,-,p,-,-,a,-
jion1236,n,-,-,-,-,e,n
shee1238,n,-,-,-,-,i,-
pahn1237,n,-,-,-,-,e,N
pahn1237,n,-,-,-,-,e,N
youn1235,n,-,-,-,-,i,-
east2371,n,-,-,-,-,a,i
west2430,n,-,-,-,-,e,n
kimm1245,t,-,S,-,-,u,-
iumi1238,t,-,s,-,-,u,-
biao1254,t,-,y,-,-,u,-
dzao1238,n,-,-,-,-,o,N
sich1238,g,-,-,-,-,o,-
