language,x1,x2,x3,x4,x5,x6,x7,x8
jion1236,-,-,t,-,S,-,a,-
shee1238,-,-,k,-,h,w,a,-
pahn1237,-,-,-,-,p,-,u,-
pahn1237,-,-,-,-,p,-,u,-
youn1235,-,-,t,-,h,a,u,-
east2371,-,-,k,i,b,-,u,-
west2430,-,-,q,o,t,-,u,-
east2370,-,-,-,-,p,-,E,-
nort2747,-,-,-,-,p,-,i,-
sout2754,-,-,-,-,p,a,i,-
nort2749,-,-,k,-,-,-,E,-
cent1394,-,-,S,-,-,-,e,-
luop1235,-,-,t,3,w,-,e,-
luop1235,-,-,t,3,w,-,e,i
larg1235,-,-,d,-,-,-,i,-
iumi1238,-,-,-,-,p,-,o,-
biao1254,-,-,-,-,p,a,u,-
dzao1238,-,-,-,-,p,-,u,-
east2363,-,-,-,-,f,-,3,N
east2363,-,-,-,-,f,-,a,N
liuq1235,-,-,-,-,f,-,o,N
liuq1235,-,-,-,-,f,-,o,N
liuq1235,-,-,-,-,f,-,o,N
cent2009,-,-,-,-,f,-,o,N
cent2009,-,-,-,-,f,-,u,N
cent2009,-,-,-,-,f,-,u,N
sich1238,l,a,t,s,w,-,a,-
