language,x1,x2,x3,x4,x5
jion1236,t,-,S,-,u
shee1238,k,h,y,-,u
pahn1237,k,-,-,-,o
pahn1237,k,-,-,-,o
youn1235,t,-,y,e,u
east2371,-,-,g,-,u
west2430,t,-,S,-,o
east2370,t,-,S,-,o
nort2747,t,-,S,-,3
sout2754,t,-,S,-,u
nort2749,t,-,S,-,u
cent1394,t,-,S,-,a
luop1235,t,-,S,-,o
luop1235,-,-,Z,-,a
larg1235,d,-,Z,-,a
kimm1245,d,-,-,-,u
iumi1238,d,-,-,-,o
biao1254,Z,-,-,-,u
dzao1238,k,-,-,-,u
east2363,k,-,y,-,u
east2363,k,i,y,-,u
liuq1235,T,-,e,-,u
liuq1235,k,i,y,-,u
liuq1235,k,-,y,-,u
cent2009,k,-,o,-,u
cent2009,k,i,y,-,u
cent2009,T,-,y,o,u
sich1238,k,-,o,-,o
