language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
guan1279,-,-,-,-,n,e,-,-,i,-,-
xian1255,-,-,-,-,n,e,-,-,i,-,-
nann1239,-,-,-,-,n,-,-,-,i,-,-
yuet1238,-,n,-,-,n,-,-,-,-,-,-
yang1307,-,-,-,-,n,e,-,-,i,-,-
guiy1235,-,-,-,-,l,-,-,-,i,-,-
wuha1234,-,-,-,-,n,n,t,S,i,y,a
wuha1234,-,-,-,-,n,-,-,-,i,-,-
chan1326,-,-,-,-,n,-,-,-,-,-,-
kunm1234,-,-,-,-,n,i,t,S,i,y,E
kunm1234,-,-,-,-,n,-,-,-,i,-,-
guil1241,-,-,-,-,l,-,-,-,i,-,o
hain1237,-,-,-,-,l,-,-,-,u,-,-
tuol1234,-,-,-,-,n,-,-,-,o,-,-
east2363,-,m,-,3,N,-,-,-,-,-,-
east2363,-,m,-,3,N,-,-,-,-,-,-
liuq1235,-,m,-,o,N,-,-,-,-,-,-
liuq1235,-,m,-,o,N,-,-,-,-,-,-
liuq1235,-,m,-,o,N,-,-,-,-,-,-
cent2009,-,m,-,o,N,-,-,-,-,-,-
cent2009,-,m,-,u,N,-,-,-,-,-,-
cent2009,-,m,-,u,N,-,-,-,-,-,-
dong1287,-,k,-,3,-,-,-,-,-,-,-
nunu1247,-,k,h,3,u,-,-,-,-,-,-
numa1251,-,k,-,e,e,-,-,-,-,-,-
east2370,-,m,-,e,N,-,-,-,-,-,-
nort2747,-,m,-,o,N,-,-,-,-,-,-
sout2754,-,m,-,a,N,-,-,-,-,-,-
chua1248,-,k,a,u,-,-,-,-,-,-,-
larg1235,d,Z,-,i,-,-,-,-,-,-,-
nort2749,-,k,-,i,-,-,-,-,-,-,-
cent1394,-,k,-,u,-,-,-,-,-,-,-
luop1235,-,m,-,o,N,-,-,-,-,-,-
luop1235,-,k,-,u,N,-,-,-,-,-,-
jion1236,-,m,-,3,N,-,-,-,-,-,-
shee1238,-,m,-,u,N,-,-,-,-,-,-
pahn1237,-,m,-,u,-,-,-,-,-,-,-
pahn1237,m,m,-,-,-,-,-,-,-,-,-
youn1235,-,-,-,-,N,-,-,-,-,-,-
east2371,m,m,-,-,-,-,-,-,-,-,-
west2430,-,m,-,u,-,-,-,-,-,-,-
kimm1245,-,m,-,u,i,-,-,-,-,-,-
iumi1238,-,m,-,u,i,-,-,-,-,-,-
biao1254,-,m,-,3,i,-,-,-,-,-,-
dzao1238,-,m,-,u,i,-,-,-,-,-,-
