language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
jion1236,-,-,-,-,-,p,e,-,-,i,-
shee1238,-,-,-,-,-,p,e,-,-,-,-
pahn1237,-,-,-,-,-,p,e,-,-,i,-
pahn1237,-,-,-,-,-,p,-,-,-,i,-
youn1235,-,-,-,-,-,p,3,p,-,o,-
east2371,-,-,-,-,-,p,-,-,-,i,-
east2370,-,-,-,-,-,p,-,-,-,o,-
nort2747,-,-,-,-,-,p,-,-,-,u,-
sout2754,-,-,-,-,-,p,-,-,-,o,N
nort2749,-,-,-,-,-,p,-,-,-,o,-
cent1394,-,-,-,-,-,p,-,-,-,o,-
luop1235,-,-,t,S,-,h,-,-,-,o,-
luop1235,v,u,t,S,-,h,-,-,-,o,-
larg1235,-,-,-,-,-,p,a,-,-,u,-
iumi1238,-,-,-,-,-,p,e,-,-,i,-
biao1254,-,-,-,-,-,p,3,-,-,i,-
dzao1238,-,-,-,-,-,b,e,l,e,i,-
east2363,-,-,-,-,-,y,-,-,-,o,-
east2363,-,-,-,-,-,l,-,-,-,o,-
liuq1235,-,-,-,-,-,Z,-,-,-,o,-
liuq1235,-,-,-,-,-,x,-,-,-,o,-
liuq1235,-,-,-,-,-,y,-,-,-,o,-
cent2009,-,-,-,-,-,r,-,-,-,o,-
cent2009,-,-,-,-,-,8,-,-,-,o,-
cent2009,-,-,-,-,-,r,-,-,-,o,-
sich1238,-,-,-,s,E,y,-,-,-,a,-
