language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jion1236,-,-,-,-,-,-,m,3,N,n,-,p,u,-
shee1238,-,-,t,-,a,-,m,u,N,-,-,-,-,-
pahn1237,-,-,-,-,-,-,m,a,s,-,-,-,e,i
pahn1237,-,-,-,-,-,-,m,a,q,-,-,-,a,-
youn1235,-,-,-,-,-,-,k,a,n,l,-,-,e,-
east2371,-,-,-,-,-,-,m,a,N,-,-,-,-,-
west2430,-,-,-,-,-,-,m,o,N,L,-,y,e,-
east2370,-,-,-,-,-,-,k,a,n,l,e,k,E,-
nort2747,-,-,-,-,-,-,k,a,N,Z,u,k,a,-
sout2754,-,-,-,-,-,-,k,a,n,s,-,-,a,-
nort2749,-,-,k,-,o,-,m,o,-,-,-,-,-,-
cent1394,-,-,-,-,-,-,m,o,N,-,-,-,-,-
luop1235,-,-,t,S,i,n,m,o,N,-,-,-,-,-
luop1235,-,-,t,S,i,n,m,u,N,-,-,-,-,-
larg1235,-,-,-,-,-,-,m,o,m,-,-,-,o,-
kimm1245,-,-,-,-,-,-,p,o,N,k,-,y,a,m
iumi1238,-,-,-,-,-,-,m,o,N,-,-,-,-,-
biao1254,-,-,-,-,-,-,m,3,-,-,-,-,-,-
dzao1238,-,-,-,-,-,-,m,o,N,-,-,-,-,-
liuq1235,l,a,k,-,-,-,5,3,n,7,-,-,-,-
cent2009,-,-,-,-,-,-,n,E,N,-,-,-,-,-
sich1238,-,-,Z,-,a,-,m,3,-,-,-,-,-,-
