language,x1,x2,x3,x4,x5,x6
guan1279,t,S,-,-,a,u
guan1279,-,h,-,-,a,N
xian1255,t,s,-,-,a,u
nann1239,t,s,-,-,a,u
yuet1238,t,s,-,-,E,u
yuet1238,-,h,-,-,a,N
yang1307,-,h,-,-,a,N
guiy1235,t,s,-,-,3,u
wuha1234,t,s,-,-,3,u
chan1326,t,s,-,-,3,u
chen1267,t,s,-,-,3,u
kunm1234,t,s,-,-,3,u
guil1241,-,x,-,-,e,i
hain1237,t,-,-,-,a,u
pand1262,-,s,-,-,a,m
sand1270,-,s,-,-,a,m
sand1270,-,s,-,-,a,m
east2363,p,y,-,-,a,i
east2363,p,l,-,-,a,i
liuq1235,p,-,-,-,a,i
liuq1235,p,y,-,-,a,i
liuq1235,p,y,-,-,a,i
cent2009,7,y,-,-,a,m
cent2009,p,y,-,-,a,i
cent2009,p,-,-,-,a,i
dong1287,-,t,-,-,o,-
nunu1247,-,t,S,h,o,-
numa1251,-,m,-,-,e,N
nort2747,-,h,-,-,a,N
sout2754,k,w,-,-,e,-
chua1248,-,m,-,-,-,o
larg1235,-,m,-,-,a,u
cent1394,-,m,-,-,3,N
luop1235,-,n,-,d,-,u
luop1235,-,n,-,d,3,u
jion1236,-,h,-,-,e,-
shee1238,-,h,-,-,u,N
pahn1237,t,S,-,-,a,-
pahn1237,N,-,-,-,-,-
youn1235,-,h,-,-,e,-
east2371,-,h,-,w,e,i
west2430,-,h,-,w,e,-
kimm1245,-,z,-,-,a,N
iumi1238,-,Z,-,-,a,N
dzao1238,-,Z,-,-,a,N
sich1238,k,h,-,-,a,i
