language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
jion1236,-,-,t,S,-,-,o,-,-,N,-,-
shee1238,-,-,k,h,-,-,o,-,-,N,-,-
pahn1237,-,-,-,h,-,-,o,-,-,-,-,-
pahn1237,-,-,-,h,-,-,o,-,-,-,-,-
youn1235,-,-,k,h,-,-,u,-,-,-,-,-
east2371,-,-,t,h,-,-,i,-,-,-,-,-
west2430,-,-,-,p,-,-,o,-,-,-,-,-
east2370,-,-,-,S,-,-,a,-,-,n,-,-
nort2747,-,-,-,S,-,-,a,-,-,N,-,-
sout2754,-,-,t,L,-,-,a,-,-,u,-,-
nort2749,-,-,-,t,-,-,i,-,-,-,-,-
cent1394,-,-,-,h,-,-,o,-,-,-,-,-
luop1235,-,-,-,Z,-,-,o,-,-,-,-,-
larg1235,h,i,q,h,-,-,3,-,-,-,-,-
kimm1245,-,-,-,b,-,-,u,-,-,-,-,-
iumi1238,-,-,-,b,-,-,o,-,-,-,-,-
biao1254,-,-,-,b,-,-,u,-,-,-,-,-
dzao1238,-,-,-,b,a,-,u,t,o,N,-,-
east2363,-,-,-,l,-,-,3,-,-,n,-,-
liuq1235,-,-,-,l,-,-,3,-,-,n,-,7
liuq1235,-,-,-,l,-,-,o,-,-,n,-,-
liuq1235,-,-,-,n,a,-,u,-,-,-,-,-
cent2009,-,-,-,l,-,-,u,-,-,n,-,-
cent2009,-,-,-,-,-,-,-,-,-,n,a,u
cent2009,-,-,-,l,-,-,3,-,-,n,-,-
sich1238,-,-,-,b,a,g,u,-,-,-,-,-
