language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
jion1236,k,h,a,-,n,-,-,-,3,-,-,N,-,-,-
shee1238,-,-,-,-,n,u,k,y,u,-,-,N,-,-,-
pahn1237,-,7,i,-,n,-,-,-,o,-,-,N,-,-,-
pahn1237,-,-,-,-,n,-,-,-,u,-,-,N,-,-,-
youn1235,-,-,-,-,m,-,-,y,o,-,-,N,k,i,-
west2430,-,-,-,-,n,-,-,-,o,-,-,N,-,-,-
east2370,-,-,-,-,n,-,-,-,e,-,-,N,q,a,n
nort2747,-,-,-,-,n,-,-,-,o,-,-,N,q,a,N
sout2754,-,-,-,-,n,-,-,-,e,-,-,N,-,-,-
nort2749,-,h,3,-,s,-,-,-,3,-,-,-,-,-,-
cent1394,-,t,o,-,n,-,-,-,a,-,-,-,-,-,-
luop1235,-,-,-,-,w,-,-,-,E,-,-,-,-,-,-
luop1235,-,7,i,-,w,-,-,-,e,-,-,n,-,-,-
larg1235,-,h,i,-,n,-,t,S,o,-,-,-,-,-,-
iumi1238,-,-,-,-,l,-,-,-,u,k,h,u,-,-,-
biao1254,-,-,-,-,n,-,-,-,a,-,-,u,-,-,-
dzao1238,-,k,a,-,n,-,-,-,a,-,-,u,-,-,-
east2363,-,-,-,-,l,-,-,-,3,-,-,m,-,-,-
east2363,-,-,-,-,l,-,-,-,u,-,-,m,-,-,-
liuq1235,-,-,-,-,l,-,-,-,3,-,-,m,-,-,-
liuq1235,-,-,-,-,l,-,-,-,o,-,-,m,-,-,-
liuq1235,-,k,a,u,l,-,-,-,u,-,-,m,-,-,-
cent2009,-,-,-,-,l,-,-,-,u,-,-,m,-,-,-
cent2009,-,-,-,-,l,-,-,-,u,-,-,m,-,-,-
cent2009,-,-,-,-,l,-,-,-,u,-,-,m,-,-,-
sich1238,-,-,-,-,n,-,-,-,E,-,-,m,-,a,-
