language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
silt1240,-,-,s,a,-,-,-,-,-,n
wola1253,-,-,s,a,-,-,-,h,a,n
zayy1238,-,-,s,a,-,-,-,h,a,n
hara1271,-,-,s,a,-,-,-,X,a,n
amha1245,-,-,s,a,-,-,-,h,3,n
argo1244,-,-,s,a,-,-,-,h,3,n
mesq1240,t,-,t,a,-,-,-,b,a,-
muhe1234,-,-,s,a,-,-,-,h,3,n
chah1248,-,-,s,a,-,-,-,x,3,n
gura1260,-,-,s,a,-,-,-,h,i,n
gume1239,-,-,s,a,-,-,-,h,i,n
ezha1238,d,i,s,-,-,-,-,k,o,-
gyet1241,-,-,s,a,-,-,-,x,3,n
inor1240,-,-,s,a,-,-,-,h,3,n
kist1241,-,-,s,3,-,-,-,h,a,n
eneg1238,-,-,s,a,-,-,-,h,3,n
tigr1270,-,-,7,a,t,a,t,S,i,-
