language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
silt1240,-,-,-,7,-,i,S,-,a,-,-
wola1253,-,-,-,7,-,3,S,-,3,-,-
zayy1238,-,-,-,7,-,i,t,-,-,-,-
hara1271,-,-,-,7,-,a,z,-,e,-,-
amha1245,-,-,-,7,-,3,s,w,a,-,-
argo1244,-,-,-,k,-,3,s,-,a,-,-
mesq1240,-,-,-,x,-,i,t,-,i,-,-
muhe1234,-,-,-,x,-,i,y,-,a,-,-
chah1248,-,-,-,x,-,i,y,-,3,t,a
gura1260,-,-,-,x,-,i,y,-,3,t,-
gume1239,-,-,-,x,-,i,y,-,3,t,-
ezha1238,-,-,-,x,-,i,y,-,i,t,-
gyet1241,-,-,-,s,-,3,w,7,a,t,-
inor1240,-,-,-,x,-,i,d,-,a,-,-
kist1241,-,-,-,k,i,i,y,-,a,-,-
eneg1238,-,-,-,S,-,i,d,-,3,-,-
geez1241,i,y,3,7,-,3,t,-,i,-,-
tigr1271,-,-,-,n,-,3,s,-,a,-,-
tigr1270,-,-,-,h,-,3,t,-,a,-,-
