language,x1,x2,x3,x4,x5,x6,x7,x8
silt1240,-,t,-,3,-,-,n,-
wola1253,-,t,-,3,-,-,n,-
zayy1238,-,t,-,3,-,-,n,-
hara1271,-,t,-,3,-,-,n,-
amha1245,T,t,S,3,-,-,s,-
argo1244,-,t,S,i,-,-,s,-
mesq1240,-,t,-,3,-,-,n,-
muhe1234,-,t,-,3,-,-,n,-
chah1248,-,t,-,3,-,-,n,-
gura1260,-,t,-,3,-,-,n,-
gume1239,-,t,-,3,-,-,n,-
ezha1238,-,t,-,3,-,-,n,-
gyet1241,-,t,-,3,-,-,n,-
inor1240,-,t,-,3,-,-,n,-
kist1241,-,t,-,3,-,-,n,-
eneg1238,-,t,-,a,-,-,n,-
geez1241,-,t,-,3,-,-,n,-
tigr1271,-,t,-,3,-,-,k,i
tigr1270,-,t,-,3,n,a,n,-
