language,x1,x2,x3,x4,x5,x6,x7
silt1240,w,-,-,3,r,-,-
wola1253,w,-,-,3,r,-,-
zayy1238,w,-,-,3,r,-,-
hara1271,b,a,7,a,r,-,a
amha1245,b,-,-,3,r,-,e
argo1244,w,e,f,3,n,-,-
mesq1240,w,-,-,3,r,-,-
muhe1234,b,-,-,o,r,-,a
chah1248,w,-,-,3,r,-,-
gura1260,w,-,-,3,r,-,-
gume1239,w,-,-,3,r,-,-
ezha1238,w,-,-,3,r,-,-
gyet1241,w,-,-,3,r,-,-
inor1240,w,-,-,3,r,-,-
kist1241,w,-,-,3,r,-,-
eneg1238,w,-,-,3,r,-,-
geez1241,t,-,-,3,r,-,o
tigr1271,7,-,-,a,r,X,a
tigr1270,w,3,h,3,r,-,-
