language,x1,x2,x3,x4
silt1240,7,u,h,a
wola1253,7,u,h,3
zayy1238,7,u,t,-
kist1241,k,w,-,a
mesq1240,h,u,t,i
amha1245,7,3,s,u
argo1244,k,3,s,u
hara1271,-,a,z,o
tigr1270,h,3,t,u
tigr1271,n,3,s,u
