language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
silt1240,-,t,3,7,-,i,-,-,-,z,-,-,-,o,f
wola1253,-,7,a,n,-,3,-,-,-,g,-,-,-,3,n
zayy1238,i,y,a,n,-,e,-,-,-,g,-,-,-,i,-
hara1271,-,b,3,X,-,3,-,-,-,r,-,-,-,-,-
amha1245,-,-,-,-,k,3,-,-,-,z,i,i,y,a,-
argo1244,-,w,o,d,g,3,-,-,-,z,-,-,-,e,-
mesq1240,-,b,3,h,-,-,-,-,-,-,-,-,-,i,-
muhe1234,-,t,3,h,-,3,m,a,n,g,-,-,-,e,-
gura1260,-,t,3,h,-,-,7,a,n,g,-,i,y,e,-
gyet1241,-,x,3,g,-,3,-,-,-,z,3,i,y,3,-
inor1240,-,t,3,h,-,-,-,-,-,-,-,-,-,3,m
kist1241,-,t,3,k,-,-,-,-,-,-,-,-,w,a,-
eneg1238,-,t,3,h,-,a,7,e,-,g,-,-,-,3,d
geez1241,-,7,3,m,-,-,-,-,-,z,-,-,-,3,-
tigr1271,-,S,3,-,-,-,-,-,-,X,-,-,-,u,-
tigr1270,-,X,a,-,-,-,-,-,-,r,-,-,-,-,-
