language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
silt1240,-,-,-,-,7,-,-,a,-,i,y,3,-,-,-,r
wola1253,-,-,-,-,7,-,-,a,-,i,-,a,i,-,-,r
zayy1238,-,-,-,-,7,-,-,a,r,i,-,-,-,-,-,t
hara1271,-,-,-,-,7,-,-,-,-,i,-,-,-,-,-,r
amha1245,s,-,s,3,h,-,-,a,-,i,-,a,i,-,-,-
argo1244,t,-,S,3,h,-,-,-,-,-,-,-,e,-,-,d
mesq1240,T,-,-,-,t,-,-,-,-,-,S,-,e,-,-,t
muhe1234,7,-,-,a,r,-,-,-,-,-,-,-,e,-,-,t
chah1248,T,-,-,-,t,-,-,-,-,-,S,-,e,-,-,t
gura1260,T,-,-,-,t,-,-,-,-,-,S,-,e,-,-,t
gume1239,T,-,-,-,t,-,-,-,-,-,S,-,e,-,-,t
ezha1238,T,-,-,-,t,-,-,-,-,-,S,-,e,-,-,t
gyet1241,-,-,-,-,7,3,w,a,-,i,y,-,3,-,-,-
inor1240,-,-,-,-,7,3,w,3,-,i,y,-,3,-,-,-
kist1241,-,-,-,-,-,-,-,-,-,i,y,-,i,m,3,r
eneg1238,-,-,-,-,7,-,-,a,-,i,y,-,e,-,-,d
geez1241,s,t,s,3,X,-,-,a,-,i,-,a,i,-,-,-
tigr1271,s,-,s,3,X,-,-,a,-,i,-,a,i,-,-,-
tigr1270,-,-,S,3,m,-,-,-,-,-,-,-,3,-,-,S
