language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
silt1240,-,-,-,7,a,n,Z,-,-,Z,3,-
wola1253,m,3,-,g,a,-,-,-,-,z,-,-
zayy1238,m,3,-,g,a,-,-,-,-,z,-,-
hara1271,m,i,n,S,a,-,-,-,-,r,-,-
amha1245,-,-,-,7,a,i,i,-,-,y,3,-
argo1244,-,-,-,x,a,-,i,-,-,y,e,-
mesq1240,-,-,-,7,a,Z,Z,-,-,Z,3,-
muhe1234,-,-,-,-,a,Z,Z,-,-,Z,3,m
chah1248,-,-,-,7,a,-,Z,-,-,Z,3,-
gura1260,-,-,-,7,a,-,Z,-,-,Z,3,-
gume1239,-,-,-,7,a,-,-,-,-,S,3,m
ezha1238,-,-,-,7,a,Z,Z,-,-,Z,3,m
gyet1241,m,3,-,g,a,-,-,-,-,z,-,-
inor1240,-,-,-,7,a,-,Z,-,-,Z,3,-
kist1241,-,-,-,7,a,Z,Z,-,-,Z,3,-
eneg1238,-,-,-,7,a,-,-,-,-,S,3,m
geez1241,-,-,-,s,3,-,r,s,3,r,3,-
tigr1271,r,3,-,7,a,-,i,-,-,y,3,-
tigr1270,r,3,-,7,a,-,-,-,-,-,-,-
