language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
silt1240,-,-,-,-,-,-,w,-,-,3,r,-,-,o,-,-,-
wola1253,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
zayy1238,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
hara1271,-,-,-,-,-,-,X,-,-,a,s,-,-,-,-,-,-
amha1245,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
argo1244,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
mesq1240,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
muhe1234,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
chah1248,-,z,a,b,3,-,h,-,-,-,-,-,-,e,-,l,-
gura1260,i,y,3,b,a,r,7,-,-,a,w,-,-,i,-,-,-
gume1239,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
ezha1238,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
gyet1241,-,-,-,-,-,-,7,a,b,a,r,-,-,a,-,w,-
inor1240,-,-,-,-,-,-,7,a,b,a,r,-,7,a,-,w,i
kist1241,-,-,-,-,-,-,7,-,-,a,z,-,-,o,-,-,-
eneg1238,-,-,-,-,-,-,d,-,-,3,r,3,w,3,-,-,-
geez1241,-,-,-,-,-,-,X,-,-,3,r,-,g,3,s,s,-
tigr1271,-,-,-,-,-,-,X,-,-,a,r,-,g,3,s,s,-
tigr1270,-,-,-,-,-,-,7,-,-,3,l,-,m,a,-,-,-
