language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
silt1240,-,-,-,-,d,-,-,-,u,m,-,-
wola1253,-,-,-,-,d,-,-,-,u,m,i,-
zayy1238,-,t,-,3,g,-,-,-,3,r,-,-
hara1271,T,t,S,3,g,-,-,-,3,r,-,-
amha1245,-,s,s,3,g,-,-,-,u,r,-,-
argo1244,-,t,S,3,g,-,-,-,a,r,-,-
mesq1240,-,-,-,-,g,u,n,-,3,n,-,-
muhe1234,-,-,-,-,g,u,n,-,3,n,-,-
chah1248,-,-,-,-,g,u,n,-,3,r,-,-
gura1260,-,-,-,-,g,u,n,-,3,r,-,-
gume1239,-,-,-,-,g,u,n,-,3,r,-,-
ezha1238,-,-,-,-,g,u,n,-,3,r,-,-
gyet1241,-,-,-,-,g,u,n,7,3,r,-,-
inor1240,-,-,-,-,g,u,n,7,3,r,-,-
kist1241,-,-,-,-,g,u,n,-,3,n,-,-
geez1241,s,-,s,3,g,-,-,-,w,r,-,-
tigr1271,-,-,s,3,g,-,-,-,u,r,i,-
tigr1270,T,t,S,3,g,-,-,-,3,r,3,t
