language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
silt1240,g,u,n,-,-,T,-,-,t,S,o,-
hara1271,T,-,t,S,a,T,-,-,t,S,u,-
amha1245,g,u,n,-,-,T,-,-,t,S,-,-
argo1244,g,u,n,-,-,-,-,-,t,S,e,-
mesq1240,d,a,n,-,-,g,-,-,-,-,a,-
muhe1234,g,u,n,-,-,T,-,-,t,S,3,-
chah1248,d,a,n,-,-,g,-,-,-,-,a,-
gura1260,d,a,n,-,-,g,-,-,-,-,a,-
gume1239,d,a,n,-,-,g,-,-,-,-,a,-
ezha1238,d,a,n,-,-,g,-,-,-,-,3,-
gyet1241,d,a,n,-,-,g,-,-,-,-,a,-
inor1240,g,u,n,-,-,T,-,-,t,S,3,-
kist1241,g,u,n,-,-,T,-,-,t,S,3,-
eneg1238,d,a,n,-,-,g,-,-,-,-,3,-
geez1241,m,3,l,-,-,t,a,X,t,-,-,-
tigr1271,n,u,n,-,-,T,-,-,t,S,i,-
tigr1270,m,3,-,-,-,S,-,-,t,-,3,k
