language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
silt1240,-,-,-,-,-,f,3,-,-,t,-,-
wola1253,-,-,-,-,-,f,3,-,-,t,i,-
zayy1238,-,-,-,-,-,s,3,-,-,f,i,-
hara1271,-,-,-,-,-,z,3,g,a,X,-,-
amha1245,-,-,-,-,-,s,3,-,-,f,i,-
argo1244,-,-,-,-,-,s,3,-,-,f,i,-
mesq1240,b,-,-,-,3,t,3,-,-,t,-,-
muhe1234,b,-,-,-,3,t,3,-,-,t,-,-
chah1248,b,-,-,-,3,t,3,-,-,t,-,-
gura1260,b,-,-,-,3,t,3,-,-,t,-,-
gume1239,b,-,-,-,3,t,3,-,-,t,-,-
ezha1238,b,-,-,-,3,t,3,-,-,t,-,-
gyet1241,b,-,-,-,3,t,3,-,-,t,-,-
inor1240,b,-,-,-,3,t,3,-,-,t,-,-
kist1241,b,-,-,-,3,t,3,-,-,t,-,-
eneg1238,b,-,-,-,3,t,3,-,-,d,-,-
geez1241,r,-,-,-,3,-,-,-,-,X,u,b
tigr1271,g,-,-,-,3,f,i,-,-,X,-,-
tigr1270,m,3,r,h,a,b,i,-,-,b,-,-
