language,x1,x2,x3,x4,x5,x6,x7,x8
silt1240,-,-,-,g,3,b,a,t
wola1253,i,y,3,r,3,f,a,d
zayy1238,m,-,-,-,3,S,i,t
hara1271,-,-,-,m,3,S,e,t
amha1245,-,-,-,m,3,S,3,t
argo1244,-,-,-,m,u,S,e,d
mesq1240,-,-,-,g,3,b,a,t
muhe1234,-,-,-,g,3,b,a,t
chah1248,-,-,-,g,3,p,a,t
gura1260,-,-,-,g,3,p,a,t
gume1239,-,-,-,g,3,p,a,t
ezha1238,-,-,-,g,3,b,a,t
gyet1241,-,-,-,g,3,p,a,t
inor1240,-,-,-,g,3,p,a,d
kist1241,-,-,-,m,3,S,3,r
geez1241,-,-,-,m,3,s,e,t
tigr1270,-,-,-,m,3,s,e,-
