language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
silt1240,w,-,3,r,-,b,-,-,a,-
wola1253,w,-,3,r,a,b,-,-,e,-
zayy1238,l,-,e,n,-,t,-,S,a,-
hara1271,w,-,a,n,-,-,-,-,a,g
amha1245,7,-,a,m,-,b,3,s,a,-
argo1244,x,-,a,m,-,b,3,s,a,-
mesq1240,7,-,a,n,-,b,3,s,a,-
muhe1234,7,-,a,n,-,b,3,s,a,-
chah1248,Z,Z,3,-,-,p,-,-,-,-
gura1260,Z,Z,3,-,-,p,3,-,-,-
gume1239,Z,Z,3,-,-,p,-,-,-,-
ezha1238,7,-,a,m,-,b,3,s,a,-
gyet1241,Z,-,3,-,-,p,-,-,-,-
inor1240,Z,Z,3,-,-,p,-,-,-,-
kist1241,7,-,a,n,-,b,3,s,a,-
eneg1238,7,-,a,m,-,b,3,s,a,-
geez1241,X,-,a,n,-,b,3,s,a,-
tigr1271,7,-,a,n,-,b,3,s,a,-
tigr1270,X,-,a,i,-,y,3,t,-,-
