language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
silt1240,-,-,s,3,b,-,-,-,-,-
wola1253,-,-,s,3,b,-,-,-,-,-
zayy1238,-,-,s,3,b,-,-,-,-,-
hara1271,7,u,s,u,7,-,-,-,-,-
amha1245,-,-,s,3,w,-,-,-,-,-
argo1244,-,-,s,3,w,-,-,-,-,-
mesq1240,m,3,s,-,-,-,-,-,-,-
muhe1234,m,3,s,-,-,-,-,-,-,-
chah1248,-,-,s,3,b,-,-,-,-,-
gura1260,m,3,s,-,-,-,-,-,-,-
gume1239,m,3,s,-,-,-,-,-,-,-
ezha1238,-,-,s,3,b,-,-,-,-,-
gyet1241,-,-,s,3,b,-,-,-,-,-
inor1240,-,-,s,3,b,-,-,-,-,-
kist1241,m,3,s,-,-,-,-,-,-,-
eneg1238,-,-,s,3,w,-,-,-,-,-
geez1241,-,-,s,3,b,-,-,-,-,-
tigr1271,-,-,s,3,b,7,a,i,a,i
tigr1270,-,-,s,3,b,-,-,-,-,-
