language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
silt1240,t,u,h,-,-,-,-,-,-,-,-,a,-,-,-
wola1253,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-
zayy1238,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-
hara1271,-,-,b,-,-,-,-,-,-,-,-,e,-,-,-
amha1245,-,-,g,-,-,-,-,-,-,-,-,a,r,-,-
argo1244,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-
mesq1240,t,3,g,-,-,-,-,-,-,-,-,e,-,-,-
muhe1234,-,-,g,-,-,-,-,-,-,-,-,e,-,-,-
chah1248,-,-,t,-,-,3,-,-,h,-,-,u,t,-,-
gura1260,-,-,g,-,-,a,m,-,w,-,-,a,-,-,-
gume1239,-,-,g,-,-,a,m,-,w,-,-,3,-,-,-
ezha1238,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-
gyet1241,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-
inor1240,-,-,g,-,-,3,z,i,y,-,-,3,-,-,-
kist1241,-,-,g,o,i,o,-,-,-,-,-,i,-,-,-
eneg1238,-,-,t,-,-,3,-,-,h,u,d,3,-,-,-
geez1241,-,-,m,-,-,-,-,-,-,-,-,3,s,l,3
tigr1271,-,-,m,-,-,-,-,-,-,-,-,3,s,-,-
tigr1270,-,-,m,-,-,-,-,-,-,-,-,3,s,-,-
