language,x1,x2,x3
silt1240,r,u,z
wola1253,r,u,z
zayy1238,r,u,z
hara1271,r,u,z
amha1245,r,u,z
argo1244,r,u,z
mesq1240,r,u,z
muhe1234,r,u,z
chah1248,r,u,z
gura1260,r,u,z
gume1239,r,u,z
ezha1238,r,u,z
gyet1241,r,u,z
inor1240,r,u,z
kist1241,r,u,z
eneg1238,r,u,z
geez1241,r,u,z
tigr1271,r,u,z
tigr1270,r,u,z
