language,x1,x2,x3,x4,x5
silt1240,m,-,a,n,i
wola1253,m,-,a,-,-
zayy1238,m,-,a,-,-
kist1241,m,-,a,-,-
mesq1240,m,w,a,-,-
amha1245,m,-,a,n,-
argo1244,m,-,a,n,i
hara1271,m,-,a,n,-
tigr1270,m,-,3,n,-
tigr1271,m,-,3,n,-
