language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
silt1240,-,-,d,-,u,-,r,e,-,-,-,s,3,-
wola1253,-,-,d,-,u,-,r,e,-,-,-,s,3,-
zayy1238,-,-,n,-,3,b,r,3,t,a,n,5,3,-
hara1271,-,-,-,-,-,-,b,a,-,-,-,7,a,w
amha1245,-,-,h,-,a,b,t,a,-,-,m,-,-,-
argo1244,-,-,d,-,3,m,-,a,-,-,m,-,-,-
mesq1240,-,-,d,-,3,n,g,3,n,-,n,5,3,-
muhe1234,-,-,d,-,3,n,g,3,n,-,n,5,3,-
chah1248,-,-,d,-,3,n,g,3,n,-,n,5,3,-
gura1260,-,-,d,-,3,n,g,3,n,-,n,5,3,-
gume1239,-,-,d,-,3,n,g,3,n,-,-,-,3,-
ezha1238,-,-,d,-,3,n,g,3,n,-,n,5,3,-
gyet1241,-,-,d,-,3,n,g,3,-,-,n,5,3,-
inor1240,-,-,d,-,3,n,g,3,-,-,n,5,3,-
kist1241,-,-,d,-,3,n,g,3,n,-,n,5,3,-
eneg1238,-,-,d,-,3,n,g,3,n,-,n,5,3,-
geez1241,-,-,b,-,3,-,X,u,l,-,-,-,-,-
tigr1271,h,a,b,t,a,-,m,-,-,-,-,-,-,-
tigr1270,-,s,s,-,3,-,g,u,b,-,-,-,-,-
