language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
silt1240,-,-,r,-,-,-,-,-,-,a,n,d,Z,i
wola1253,-,-,r,-,-,-,-,-,-,a,n,d,Z,i
zayy1238,-,-,l,-,-,e,-,-,b,a,-,-,-,-
hara1271,-,-,r,-,-,-,-,-,-,o,-,-,g,i
amha1245,-,-,l,-,-,e,-,-,b,a,-,-,-,-
argo1244,-,-,l,-,-,e,-,-,b,a,-,-,-,-
mesq1240,-,-,l,-,-,e,-,-,b,a,-,-,-,-
muhe1234,-,-,l,-,-,e,-,-,b,a,-,-,-,-
chah1248,-,-,n,-,-,e,-,-,b,a,-,-,-,-
gura1260,-,-,n,-,-,e,-,-,b,a,-,-,-,-
gume1239,-,-,n,-,-,3,-,-,b,a,-,-,-,-
ezha1238,s,3,r,-,-,3,n,n,5,3,-,-,-,-
gyet1241,f,3,n,g,3,i,-,-,y,a,-,-,-,-
inor1240,f,3,n,g,3,i,-,-,y,a,-,-,-,-
kist1241,-,-,l,-,-,e,-,-,b,a,-,-,-,-
eneg1238,f,a,n,g,a,i,-,-,y,3,-,-,-,-
tigr1271,s,3,r,-,-,-,-,-,-,a,-,-,q,i
