language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
silt1240,w,3,z,3,-,n,-,3,-,-,-
wola1253,w,-,-,3,-,n,d,a,b,-,-
zayy1238,-,-,-,a,-,n,g,a,b,s,u
hara1271,w,a,z,3,-,n,-,a,-,-,-
amha1245,-,-,d,3,-,-,r,3,t,-,-
argo1244,-,-,g,3,-,n,g,a,d,-,-
mesq1240,-,-,h,i,-,n,-,-,-,-,-
muhe1234,-,-,d,a,-,d,-,a,-,-,-
chah1248,-,-,d,a,-,t,-,a,-,-,-
gume1239,-,-,d,a,-,t,-,a,-,-,-
ezha1238,-,-,d,a,-,d,-,a,-,-,-
gyet1241,-,-,d,a,-,t,-,3,-,-,-
inor1240,-,-,d,a,-,t,-,a,-,-,-
kist1241,-,-,d,3,-,r,-,3,t,-,-
eneg1238,-,-,d,a,-,t,-,3,-,-,-
geez1241,-,-,7,3,n,g,-,3,d,7,a
tigr1271,-,-,7,a,-,f,l,3,-,b,i
tigr1270,-,-,n,3,-,X,-,3,r,-,-
