language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
silt1240,-,d,3,x,-,a,n,-,o,-
wola1253,-,d,3,h,-,3,n,-,o,-
zayy1238,-,d,3,h,-,3,n,-,o,-
hara1271,-,d,o,x,-,o,n,-,-,-
amha1245,-,z,3,h,-,o,n,-,-,-
argo1244,-,z,3,h,-,o,n,-,-,-
mesq1240,Z,Z,3,x,w,3,n,-,3,-
muhe1234,-,z,3,x,-,o,n,-,-,-
chah1248,Z,Z,3,x,w,3,r,-,3,-
gura1260,Z,Z,3,x,w,3,r,-,3,-
gume1239,Z,Z,3,x,w,3,r,-,3,-
ezha1238,Z,Z,3,x,w,3,r,-,3,-
gyet1241,-,Z,3,x,w,3,r,-,a,-
inor1240,Z,Z,3,x,w,3,r,-,3,-
kist1241,-,z,3,x,-,-,-,-,o,n
geez1241,-,-,-,X,-,3,r,m,3,z
tigr1271,-,-,-,X,-,a,r,m,a,z
tigr1270,-,-,-,h,-,a,r,m,3,z
