language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
silt1240,h,a,r,-,-,b,-,-,-,e
wola1253,7,a,r,-,-,b,3,i,y,3
zayy1238,7,3,r,-,o,b,-,-,-,-
hara1271,7,a,r,-,-,b,a,-,7,a
amha1245,7,3,r,-,o,b,-,-,-,-
mesq1240,7,3,r,-,o,b,-,-,-,-
muhe1234,7,3,r,-,o,b,-,-,-,-
chah1248,7,3,r,-,o,-,-,-,-,-
gura1260,7,3,r,-,o,-,-,-,-,-
gume1239,7,3,r,-,o,-,-,-,-,-
ezha1238,7,3,r,-,3,w,-,-,-,-
gyet1241,7,3,r,-,o,-,-,-,-,-
inor1240,7,3,r,-,o,-,-,-,-,-
kist1241,x,3,r,-,o,b,-,-,-,-
eneg1238,7,a,r,b,e,-,-,-,-,-
geez1241,-,-,r,-,3,b,u,-,X,-
tigr1271,-,-,r,-,3,b,u,-,X,-
tigr1270,7,3,r,-,o,b,3,-,7,-
