language,x1,x2,x3,x4,x5,x6
silt1240,g,a,m,e,l,a
wola1253,g,a,m,e,l,a
zayy1238,g,a,-,-,l,a
kist1241,g,i,m,3,l,-
mesq1240,g,a,m,e,l,a
amha1245,g,3,m,3,l,-
argo1244,g,a,m,e,l,a
hara1271,g,a,m,3,l,a
tigr1270,g,e,m,3,l,-
tigr1271,g,3,m,3,l,-
