language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
silt1240,-,f,-,-,-,-,-,e,k,-,-
wola1253,-,f,-,-,-,-,-,e,k,-,-
zayy1238,-,f,-,-,-,-,-,i,k,-,-
hara1271,-,d,-,-,-,-,-,a,w,-,-
amha1245,-,f,3,-,i,i,y,3,l,-,-
argo1244,-,f,3,-,i,i,y,3,l,-,-
mesq1240,-,f,-,-,-,-,-,e,k,-,-
muhe1234,-,f,3,n,n,-,5,3,7,3,-
chah1248,-,f,-,-,-,-,-,e,k,-,-
gura1260,-,f,-,-,-,-,-,e,k,-,-
gume1239,-,f,-,-,-,-,-,e,k,-,-
ezha1238,-,f,3,-,i,-,y,3,k,-,-
gyet1241,-,f,-,-,-,-,-,e,k,-,-
inor1240,-,f,3,-,n,-,5,3,7,-,-
kist1241,-,f,3,-,i,i,y,3,l,-,-
geez1241,t,t,-,-,-,-,-,a,l,i,-
tigr1271,-,t,-,-,-,-,y,3,l,-,-
tigr1270,-,n,3,-,-,-,g,3,l,3,t
