language,x1,x2,x3,x4,x5,x6
temb1276,-,z,a,h,3,-
tupi1273,-,y,a,s,3,-
guaj1255,-,z,a,h,3,-
xing1248,d,Z,a,h,3,-
kama1373,-,y,a,-,3,-
urub1250,-,y,a,h,3,-
waya1270,-,y,a,-,3,-
avac1239,d,Z,a,-,3,-
east2555,-,y,a,s,3,-
para1311,-,y,a,s,3,-
mbya1239,d,Z,a,s,3,-
guar1292,-,y,a,s,3,-
nhen1239,-,y,a,s,i,-
kaya1329,-,y,a,-,3,-
amun1246,-,5,a,h,3,a
urue1240,-,5,a,h,3,a
tenh1241,-,5,a,h,3,a
paus1244,-,8,a,h,i,-
emer1243,d,Z,a,-,3,-
toca1235,-,s,a,h,3,-
para1312,-,C,a,h,3,-
tapi1254,-,C,a,-,3,-
suru1262,-,s,a,h,3,-
anam1249,-,y,a,h,3,-
apia1248,-,s,a,h,3,-
guaj1256,-,y,a,h,3,-
araw1273,-,y,a,h,i,-
coca1259,-,y,a,c,3,-
omag1248,-,y,a,s,3,-
ache1246,-,y,a,C,3,-
yuqu1240,-,y,a,s,i,-
siri1273,d,Z,a,s,i,-
sate1243,-,w,a,t,3,-
awet1244,-,t,a,t,3,-
