language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
temb1276,-,-,-,t,-,i,-,-,-,-,-
tupi1273,-,-,-,t,-,i,-,-,-,-,-
guaj1255,-,-,-,C,-,i,-,-,-,-,-
xing1248,-,-,-,C,-,i,-,-,-,-,-
kama1373,-,-,-,c,-,i,-,-,-,-,-
urub1250,a,-,-,p,u,i,-,-,-,-,-
waya1270,-,-,-,s,-,i,-,-,-,-,-
avac1239,a,-,-,p,3,i,-,-,-,-,-
east2555,-,-,-,t,-,i,-,-,-,-,-
para1311,-,-,-,t,-,i,-,-,-,-,-
mbya1239,-,-,-,C,-,i,-,-,-,-,-
guar1292,-,-,-,-,-,a,-,-,-,-,-
nhen1239,-,-,-,t,-,i,-,-,-,-,-
kaya1329,-,-,-,s,-,i,-,-,-,-,-
amun1246,a,p,3,5,-,a,-,-,-,-,-
urue1240,a,p,3,5,-,a,-,-,-,-,-
tenh1241,a,p,3,5,-,a,-,-,-,-,-
paus1244,a,-,-,w,-,a,-,-,-,-,-
emer1243,-,-,-,c,-,i,-,-,-,-,-
toca1235,-,-,-,s,-,i,-,-,-,-,-
para1312,-,-,-,C,-,i,-,-,-,-,-
tapi1254,-,-,-,C,-,i,-,-,-,-,-
suru1262,-,-,-,C,-,i,-,-,-,-,-
anam1249,-,-,-,t,-,i,-,-,-,-,-
guaj1256,-,-,-,y,-,i,p,i,a,w,3
araw1273,-,-,-,c,-,i,-,-,-,-,-
coca1259,-,-,-,t,-,i,-,-,-,-,-
omag1248,-,-,-,t,-,i,-,-,-,-,-
yuqu1240,a,-,g,w,-,a,-,-,-,-,-
siri1273,-,-,-,-,-,a,-,-,-,-,-
sate1243,a,-,m,p,-,3,-,-,-,-,-
awet1244,-,-,-,t,-,i,-,-,-,-,-
